2026-06-02 21:58:10,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 21:58:11,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 21:58:11,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 21:58:11,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 21:58:11,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 21:58:12,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 21:58:12,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 21:58:12,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 22:02:48,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 22:02:50,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 22:02:51,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 22:02:51,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 22:02:51,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 22:02:51,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 22:02:52,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 22:02:52,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 22:02:52,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 22:02:52,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 22:02:52,RPN,16,16.0
2026-06-02 22:02:54,RPN,16,16.0
2026-06-02 22:02:56,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 22:02:57,RPN,1,1.0
2026-06-02 22:03:05,Векторы,Анализ 2D векторов,A·B=13.00
2026-06-02 22:07:14,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 22:09:32,Тесты,Глобальная диагностика,"Пройдено=5, Ошибок=1"
2026-06-02 22:10:43,Тесты,Глобальная диагностика,"Пройдено=6, Ошибок=0"
2026-06-02 22:10:57,RPN,3 4 + 2 *,14.0
2026-06-02 22:13:29,Тесты,Глобальная диагностика,"Пройдено=6, Ошибок=0"
2026-06-02 22:13:41,RPN,12 23 + 2 *,70.0
2026-06-02 22:13:57,Векторы,Анализ 2D векторов,A·B=8.00
2026-06-02 22:14:13,Справочник,Вызов базы формул,Успешно
2026-06-02 22:27:06,Справочник,Вызов базы формул,Успешно
2026-06-02 22:30:05,RPN,3 4 + 2 *,14.0
2026-06-02 22:30:32,Матрицы,Транспонирование 1x1,Успешно
2026-06-02 22:31:18,Матанализ,Интеграл sin(x),Res=2.0000
2026-06-02 23:05:20,Физика,Динамика,Ek=5.00 J
2026-06-02 23:05:26,Справочник,Вызов базы формул,Успешно
2026-06-02 23:06:06,RPN,23 45 +,68.0
2026-06-02 23:09:43,Финансы,Кредит 8000000 под 22.0%,DTI=22.1%
2026-06-02 23:11:18,Финансы,Кредит 8000000 под 22.0%,DTI=22.1%
2026-06-02 23:12:44,Справочник,Вызов базы формул,Успешно
2026-06-02 23:14:53,Финансы,Инвест-анализ (Инв: 5000000),NPV=-1663040.00
2026-06-02 23:17:54,Графика,Построен график x**2,Успешно
2026-06-02 23:18:05,Графика,Построен график sin(x),Успешно
2026-06-02 23:18:09,Графика,Построен график sin(x),Успешно
2026-06-02 23:18:21,Графика,Построен график cos(x),Успешно
2026-06-02 23:18:32,Графика,Построен график tan(x),Успешно
2026-06-02 23:20:36,Химия,Формула Fe2(SO4)3,M=399.86
2026-06-02 23:22:10,Статистика,Анализ выборки N=10,"Mean=673.80, СКО=296.53"
2026-06-02 23:23:48,Финансы,Депозит 1000000 на 2.0 л.,FV=1040776.12
2026-06-03 20:24:40,Тесты,Глобальная диагностика,"Пройдено=6, Ошибок=0"
